# 500 genes x 100 features
# gene_name[tab]expression[tab]f1[space]f2[space]f3[space]f4...
# 
# ITEM: TFBS1 TFBS2 TFBS3 TFBS4 TFBS5 TFBS6 TFBS7 TFBS8 TFBS9 TFBS10 TFBS11 TFBS12 TFBS13 TFBS14 TFBS15 TFBS16 TFBS17 TFBS18 TFBS19 TFBS20 TFBS21 TFBS22 TFBS23 TFBS24 TFBS25 TFBS26 TFBS27 TFBS28 TFBS29 TFBS30 TFBS31 TFBS32 TFBS33 TFBS34 TFBS35 TFBS36 TFBS37 TFBS38 TFBS39 TFBS40 TFBS41 TFBS42 TFBS43 TFBS44 TFBS45 TFBS46 TFBS47 TFBS48 TFBS49 TFBS50 TFBS51 TFBS52 TFBS53 TFBS54 TFBS55 TFBS56 TFBS57 TFBS58 TFBS59 TFBS60 TFBS61 TFBS62 TFBS63 TFBS64 TFBS65 TFBS66 TFBS67 TFBS68 TFBS69 TFBS70 TFBS71 TFBS72 TFBS73 TFBS74 TFBS75 TFBS76 TFBS77 TFBS78 TFBS79 TFBS80 TFBS81 TFBS82 TFBS83 TFBS84 TFBS85 TFBS86 TFBS87 TFBS88 TFBS89 TFBS90 TFBS91 TFBS92 TFBS93 TFBS94 TFBS95 TFBS96 TFBS97 TFBS98 TFBS99 TFBS100
BTG3	36.86202	1.038929 0.0 0.745342 0.494505 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.042256 0.521317 0.0 0.237644 0.0 0.0 5.722986 0.0 4.972096 1.645300 0.0 0.0 0.032423 0.113172 0.0 0.0 2.049341 2.487154 0.0 0.0 0.426539 1.347837 1.337182 0.0 0.0 2.074680 0.0 0.0 0.0 0.0 0.837218 0.0 0.0 0.0 0.003160 0.219401 0.0 0.0 0.027924 0.0 0.321293 0.0 0.0 0.038519 0.0 0.0 0.305166 0.0 0.873626 0.0 1.365889 0.0 0.0 0.785924 4.061406 0.725173 0.0 0.714914 0.0 1.495123 0.0 0.230866 0.0 6.248971 3.943359 2.046351 3.905091 8.116881 0.000000 0.468208 1.941108 3.736075 2.946225 0.0 0.026831 2.017661 0.0 0.217137 0.875312 0.169310 0.0 0.469798 0.705660 1.188471 0.0 1.523693 0.0
BTN3A1	13.12441	0.334618 0.0 0.0 0.311366 0.0 0.0 0.827679 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.640875 0.0 0.082908 0.0 0.0 0.0 0.0 0.0 0.248453 0.0 0.0 0.0 1.715456 0.214380 0.0 0.0 1.217285 0.0 0.0 0.248294 1.192283 1.433101 0.0 0.0 0.503808 0.666323 0.0 0.0 0.0 0.0 0.384432 0.0 0.0 0.016060 1.407931 0.0 0.0 0.0 0.0 0.0 0.456371 0.0 0.0 0.0 0.0 0.0 0.331413 0.0 0.0 0.170507 0.0 0.0 0.407683 0.0 0.197469 0.0 0.0 0.0 0.600621 0.0 0.093869 0.0 6.178872 0.000000 4.115591 5.033683 7.448507 0.000000 1.250017 0.059837 2.547036 2.589922 0.365584 0.193220 3.112479 0.204213 0.008604 1.002385 0.774408 0.276805 0.339107 1.883945 1.358610 0.051019 1.043927 0.196572
BTN3A3	8.78333	1.092953 0.0 1.319775 0.073609 0.0 0.0 0.423726 0.0 0.0 0.216636 0.0 0.602702 0.0 0.0 0.020393 0.0 0.036521 0.0 0.0 0.0 0.0 0.0 0.165935 0.0 0.0 0.050431 1.281329 0.0 0.0 0.0 2.015593 0.0 0.117276 0.471670 1.244251 0.795299 0.0 0.0 1.583468 2.195136 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.035319 0.177888 0.0 0.0 0.121295 0.053888 0.0 0.409759 0.0 0.397937 0.0 0.0 0.0 0.0 0.317769 0.0 0.089470 0.0 0.0 0.110475 0.0 0.063899 0.0 0.0 0.0 0.753329 0.0 0.244045 0.0 5.865241 0.000000 3.611137 4.687901 7.374479 3.417556 0.792520 0.563998 2.221211 2.647272 0.940302 0.339434 2.752872 0.102373 0.044278 0.566329 0.833859 0.081562 0.290876 3.075845 1.377099 0.011799 1.389911 0.099318
BUB1B	75.93956	0.123175 0.0 0.090877 0.337423 0.0 0.0 0.370736 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.155745 0.0 0.132911 0.0 0.0 20.452283 0.0 0.0 1.113802 0.0 0.0 0.020226 0.404815 0.0 0.0 0.0 0.0 0.0 0.0 0.402209 1.248087 3.806444 0.454593 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.240390 0.037961 0.746562 0.0 0.0 0.316763 0.0 0.0 0.0 0.0 3.221234 0.0 0.0 0.221344 0.421728 0.0 0.0 0.0 0.0 0.882976 0.044163 0.0 0.0 0.0 0.041759 0.863210 0.371795 0.0 0.270478 0.0 7.500391 0.000000 0.000000 4.658571 8.134021 0.000000 1.254811 0.905521 2.993761 1.977998 0.041690 0.017995 2.924860 0.0 0.0 2.484044 1.021176 0.826953 0.061359 0.634469 1.349970 0.0 1.262426 1.849752
BUB1B-PAK6	75.93956	0.123175 0.0 0.090877 0.337423 0.0 0.0 0.370736 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.155745 0.0 0.132911 0.0 0.0 20.452283 0.0 0.0 1.113802 0.0 0.0 0.020226 0.404815 0.0 0.0 0.0 0.0 0.0 0.0 0.402209 1.248087 3.806444 0.454593 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.240390 0.037961 0.746562 0.0 0.0 0.316763 0.0 0.0 0.0 0.0 3.221234 0.0 0.0 0.221344 0.421728 0.0 0.0 0.0 0.0 0.882976 0.044163 0.0 0.0 0.0 0.041759 0.863210 0.371795 0.0 0.270478 0.0 4.967039 0.000000 4.381332 0.000000 0.000000 0.000000 0.850056 0.764561 1.643201 2.236678 0.733560 0.165922 1.206175 0.075388 0.448849 1.433536 0.319309 0.813210 0.030465 1.694864 2.061332 0.0 0.828503 0.764695
C12orf74	8.30486	0.269623 0.0 0.0 0.057709 0.0 0.0 0.395451 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.302394 0.0 0.336514 0.0 0.0 0.0 0.0 0.0 0.327547 0.0 0.0 0.010787 0.474981 0.659606 0.0 0.0 2.426979 0.0 0.607998 0.329515 0.827989 0.829403 0.294455 0.0 0.0 0.344356 0.0 0.0 0.0 0.0 0.0 0.0 0.020601 0.080429 1.646671 0.0 0.0 0.409043 0.049442 0.453207 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.215861 0.0 1.154784 0.0 1.757327 0.0 0.0 0.0 5.202382 3.170454 3.947657 5.118380 6.887457 3.413283 0.559372 0.682717 2.690679 1.396652 1.390217 0.145065 1.727183 0.320945 0.173535 1.336122 0.213182 0.112292 0.162063 0.615723 1.434234 0.0 1.638598 0.776015
C12orf75	118.19101	0.918247 0.656765 0.368547 1.168762 0.0 0.0 0.395451 0.0 0.0 0.984331 0.0 0.0 0.0 0.0 0.059679 0.0 0.065474 0.0 0.0 18.836713 0.0 19.650444 1.038312 0.0 0.0 0.016275 0.786543 0.0 0.0 0.0 1.454331 0.0 0.191821 0.423525 1.810660 0.942848 0.0 0.0 0.503808 2.907302 0.0 0.0 0.0 0.0 0.0 0.555319 0.815792 0.044748 1.189031 0.0 0.0 0.146165 0.0 0.456942 0.0 0.641889 0.074793 0.0 0.0 0.116185 0.325536 0.0 0.0 1.747605 0.0 0.0 0.142039 0.0 0.545290 0.0 0.0 0.0 1.967998 0.0 0.130187 0.0 5.828840 1.839718 4.318404 5.120107 8.131096 3.780048 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
C17orf53	7.81327	0.332457 0.0 0.807199 0.337423 0.0 0.0 0.274641 0.0 0.0 0.0 0.0 0.0 0.0 1.559710 0.518618 0.0 0.248440 0.0 0.0 0.0 0.0 0.0 0.782472 0.0 0.0 0.030676 0.456534 0.0 0.0 0.0 1.686035 0.775327 0.0 0.519741 2.545177 3.031276 0.530359 0.0 0.0 3.784717 1.222881 0.0 0.0 0.0 0.0 0.0 0.205894 0.048879 0.453639 0.0 0.0 0.167762 0.276730 0.0 0.0 0.0 0.814098 0.0 0.0 0.0 0.0 0.0 0.0 2.077252 0.0 0.981134 0.288322 4.250959 1.118636 0.0 0.061835 0.0 0.846184 0.0 0.244045 0.713131 6.593272 3.758452 0.000000 4.927091 8.294446 0.000000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
C17orf58	9.29602	1.970141 0.0 0.254608 0.607862 0.0 0.0 0.530498 0.0 0.0 0.160816 0.0 0.0 0.0 0.0 0.076873 0.0 0.052457 0.0 0.0 1.143727 2.433877 0.0 0.075130 0.0 0.0 0.0 0.820268 0.0 0.0 0.0 1.924205 0.0 0.0 0.232344 2.109036 2.913332 0.173230 0.0 5.024474 0.0 0.0 0.0 0.0 0.148226 0.672789 0.0 1.426648 0.013871 1.080664 0.0 0.0 0.703989 0.0 0.0 0.0 0.0 1.030514 3.578218 0.0 0.271458 0.0 0.998485 0.0 2.792647 0.0 0.0 0.0 0.0 0.708796 0.0 0.0 0.0 0.624638 0.0 0.057625 0.0 5.317713 4.140623 0.000000 4.585852 8.240639 0.000000 1.817141 0.390980 0.883248 2.636311 0.215347 0.073280 1.180740 0.137256 0.344386 0.210801 0.135246 0.530250 0.294168 0.911511 1.217090 0.0 0.907796 0.0
C1QTNF6	1.10629	0.699988 0.656765 0.0 0.0 0.0 0.0 0.0 0.0 1.753112 0.355356 0.0 1.651806 0.0 0.0 0.600689 0.0 0.036702 0.0 0.0 0.0 0.0 0.0 0.337276 0.0 0.0 0.0 0.918162 0.0 0.0 0.0 0.0 0.0 0.063771 0.301731 2.533668 3.078407 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.577086 0.055614 0.030009 0.0 0.0 0.027706 0.0 0.0 0.0 0.900151 0.266399 2.236479 0.0 0.612483 0.0 0.0 0.181792 0.916704 0.0 0.441488 0.0 0.0 0.0 0.0 0.038546 0.0 0.353640 0.0 0.023650 0.0 6.051224 0.000000 1.794811 4.393203 7.572504 3.279248 1.194171 0.348348 0.873837 1.567179 0.517244 0.092706 1.604690 0.128120 0.315875 1.044998 0.650023 1.181511 0.048630 1.610851 1.201696 0.0 0.706825 0.893669
C21orf58	24.79266	0.759831 0.0 0.377559 0.0 0.0 0.0 1.167570 0.0 0.0 0.160816 0.0 1.052318 0.0 8.277622 0.0 0.0 0.434505 0.0 0.0 3.881280 1.338813 0.0 0.367544 0.0 0.0 0.016788 0.435598 0.0 0.350794 0.0 2.976430 0.0 0.063771 0.446238 1.411488 2.792308 0.0 0.0 1.620246 2.195136 0.0 0.0 0.0 0.0 0.0 0.555319 0.0 0.0 0.551169 0.0 6.364303 0.853863 0.273529 0.0 0.068269 0.651412 2.130088 1.857623 0.0 0.613828 0.0 0.0 0.0 1.222150 0.0 0.0 0.0 14.920528 1.647414 0.0 0.294117 0.0 0.932135 0.0 0.101704 0.0 7.306957 0.000000 0.000000 4.673658 8.393196 0.000000 2.052620 0.0 1.869336 2.659358 0.954193 0.071406 2.913543 0.020407 0.018970 0.320957 0.540145 0.151979 0.408389 1.657059 1.801406 0.0 1.409117 0.949712
C2orf88	18.00111	0.724590 0.750551 0.277670 0.323143 0.0 0.0 0.916261 0.0 0.0 0.216636 0.0 0.0 0.365642 0.0 0.0 0.0 0.228397 0.0 0.0 0.0 0.0 0.0 0.591674 0.0 0.0 0.035153 0.0 0.095271 0.0 0.0 1.661852 0.0 0.214524 0.552744 0.695455 0.563435 0.730501 0.0 0.0 0.0 0.0 0.0 0.0 0.646998 0.538231 0.0 0.0 0.0 1.250883 0.0 0.0 0.519429 0.088924 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.732882 0.0 0.0 1.063377 0.0 0.0 0.091510 0.0 0.337752 0.0 0.185906 0.0 2.981547 0.0 0.045763 0.0 6.301096 0.000000 3.381989 4.291324 8.020519 1.923111 0.0 0.0 2.721721 2.944355 0.0 0.0 0.0 1.844489 0.0 0.0 0.0 0.0 0.0 0.0 1.973307 0.0 3.099365 0.0
C3orf14	5.75077	0.061505 0.0 0.490887 0.0 1.307667 0.0 0.472762 0.0 0.0 0.568337 0.0 0.0 0.0 0.0 0.205428 0.0 0.242887 0.0 0.0 0.0 0.0 0.0 0.309890 0.0 0.0 0.035794 0.082842 0.0 0.0 0.0 1.594366 0.0 0.0 0.871013 0.725973 0.223337 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.021799 0.0 0.588347 0.0 0.0 0.0 0.222309 0.0 0.409759 0.0 0.312729 0.0 0.0 0.0 0.090934 0.917851 0.0 0.250077 0.0 0.0 0.0 0.0 0.868007 0.0 0.483235 0.0 2.548101 0.0 0.276189 0.0 3.573314 3.347014 1.854794 3.751282 6.949620 3.499412 0.680475 1.327750 2.457728 3.665004 0.0 0.199651 1.582693 0.045081 0.0 1.092571 0.654477 0.921567 0.100627 1.074636 1.295266 0.0 1.517855 0.0
C3orf20	4.26858	0.118687 0.0 0.361674 0.417068 0.0 0.0 1.173304 0.0 0.0 0.251690 0.0 1.278532 0.0 0.0 0.225021 0.0 0.128004 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.253618 0.0 0.0 0.0 1.199570 0.0 0.154946 0.626394 1.149210 1.062924 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.749137 0.336395 0.0 0.0 0.0 0.891440 0.0 0.0 0.0 3.854129 0.0 0.0 0.961270 0.618376 0.0 0.0 0.161369 0.0 0.879917 0.0 1.292186 0.0 0.0 0.0 0.0 0.562070 0.0 0.379641 0.0 0.893462 0.0 0.077541 0.0 5.452240 0.000000 4.686086 5.101764 0.000000 2.623890 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
C5orf56	10.52558	0.123175 0.0 0.0 0.350526 0.0 0.0 3.703203 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.457339 0.0 0.192832 0.0 0.0 1.672103 0.0 0.0 0.600502 0.0 0.0 0.028290 0.113172 0.0 0.0 0.0 0.307625 0.0 0.410393 0.292102 0.615237 0.610566 0.0 0.0 0.0 1.014944 0.0 0.0 0.0 0.0 0.0 0.485928 0.291294 0.006813 0.987302 0.0 0.0 0.159690 0.0 0.0 0.409759 0.0 0.098586 0.0 0.0 0.0 0.0 0.586548 0.0 1.722304 0.0 0.183953 1.155677 0.0 0.0 0.0 0.340292 0.0 2.344521 0.0 0.219297 0.0 6.659722 1.896504 3.187831 5.041296 7.998126 1.788101 0.969940 0.369664 1.690345 1.949664 0.759139 0.193492 0.785998 0.061231 0.449166 0.740006 0.158235 0.279031 0.241314 1.219560 2.244393 0.0 1.294596 0.317314
CADM1	14.85544	1.038929 0.0 0.142043 0.133821 0.0 0.0 0.472762 0.0 0.0 0.087385 0.0 0.0 0.0 1.959369 0.305393 0.0 0.208897 0.0 2.359672 0.0 0.0 0.0 0.594917 0.0 0.0 0.029348 0.333970 0.0 0.0 0.0 0.442317 0.0 0.313796 0.310404 0.673134 0.893586 0.530359 0.0 1.937644 0.0 0.146981 0.0 0.0 0.237197 0.0 0.0 0.096539 0.010154 1.560311 0.0 0.0 0.0 0.0 0.086015 0.0 0.0 2.065174 0.0 0.0 0.187367 1.321168 0.0 0.0 0.079570 0.0 0.0 0.0 0.0 0.485284 0.0 0.185906 0.0 2.068133 0.0 0.0 0.0 0.000000 5.126725 0.000000 4.964426 6.986547 3.715674 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CADPS	15.69425	0.368695 0.0 0.300886 0.784671 0.0 0.0 1.356991 0.0 0.0 0.352365 0.0 0.0 0.0 1.105378 0.250212 0.0 0.103570 0.0 0.0 0.0 0.0 5.469852 0.492041 0.0 1.128631 0.008090 0.249770 0.0 0.0 0.0 0.592755 0.0 0.0 0.498425 0.758932 0.285152 0.110193 0.0 0.0 0.380604 0.0 0.0 0.0 0.395388 0.0 0.485928 0.154511 0.003160 1.071828 0.0 0.0 1.793024 0.0 0.425138 0.645403 0.328051 0.0 0.0 0.0 0.817242 0.565243 0.0 0.0 2.588039 0.0 0.163498 0.0 0.0 0.949089 0.0 1.289295 0.0 2.708563 0.0 0.244045 0.0 3.383939 5.080125 0.000000 4.649265 7.573215 0.000000 0.731858 0.327048 1.153285 1.412226 0.824693 0.233269 2.530232 0.0 0.0 1.312898 0.240958 0.228659 0.275830 0.844614 1.895001 0.0 1.081833 0.632573
CALM2	722.58521	0.459788 0.0 0.511354 0.229071 2.011715 0.0 0.530498 0.0 0.0 0.375126 0.0 0.0 0.0 0.0 0.0 0.0 0.260941 0.0 0.0 0.0 0.0 5.469852 0.0 0.0 0.0 0.0 0.298547 0.0 0.0 2.049341 2.300723 0.0 0.0 0.418601 1.573319 2.675310 0.0 0.0 0.0 1.523482 0.0 0.0 0.0 0.222428 0.597975 0.0 0.0 0.044748 0.976632 0.0 0.0 0.567424 0.895995 0.0 0.717114 0.504301 0.905508 0.0 0.0 0.0 1.368026 0.0 0.0 0.079570 0.0 0.709471 0.0 0.0 0.197469 0.0 0.727964 0.0 0.932041 0.0 0.0 0.0 7.558281 3.672041 0.000000 4.672889 8.243833 0.000000 0.974389 0.424548 0.823813 1.879171 0.274785 0.071758 1.474726 0.193773 0.200615 1.509080 0.437590 0.147049 0.186295 0.617142 1.638473 0.095237 1.182885 0.044960
CAMK1	114.43398	0.409088 0.0 0.289431 0.0 0.0 0.321211 0.0 0.0 0.0 0.908242 0.0 0.0 0.0 1.051572 0.781126 0.0 0.113747 0.0 0.0 12.587525 1.807462 0.0 0.0 0.0 0.338603 0.0 0.476792 0.0 0.0 0.0 1.218410 0.0 0.0 0.007497 2.080959 1.675148 2.085674 0.0 1.421242 0.380604 0.0 0.0 0.0 0.0 0.0 0.0 1.173921 0.081932 0.670872 0.0 0.0 1.331188 0.0 0.301174 0.143423 0.213205 0.889883 0.0 0.0 0.258100 0.0 0.0 0.0 1.075844 0.0 0.0 0.0 0.934447 0.0 0.0 0.0 0.0 1.587315 0.0 0.479158 0.312010 6.503791 0.000000 3.361712 6.219711 7.768123 0.000000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CAMK1D	3.81673	0.699988 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.621571 0.0 0.0 4.906642 0.166641 0.0 0.075754 0.0 0.0 2.174387 2.433877 0.0 0.635635 0.0 0.0 0.012722 0.254863 0.0 0.046060 0.0 0.452440 0.0 0.286972 0.628673 1.478976 1.088740 0.0 0.0 1.060515 0.0 3.701096 0.0 0.0 0.917826 0.0 0.0 0.226017 0.014713 1.939094 0.0 0.0 0.512667 0.0 0.0 0.0 1.088767 2.238048 0.0 0.0 1.045668 0.0 0.659938 0.0 4.714793 0.0 0.0 0.568422 7.476911 0.063899 0.0 0.583214 0.0 1.060353 0.0 0.030533 0.0 0.000000 2.793521 0.000000 0.000000 0.000000 3.603763 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CAMK2B	14.63300	0.699988 0.0 0.600703 0.663069 0.0 0.0 0.0 0.0 0.0 0.474638 0.0 0.446401 0.0 3.042256 0.0 0.0 0.073352 0.0 0.0 11.715596 4.867754 0.0 0.836523 0.0 0.0 0.023449 1.302379 0.0 0.368529 0.0 0.134973 0.0 0.224068 0.189271 5.121919 2.086534 0.0 0.0 1.929584 0.666323 0.0 0.0 0.0 0.0 0.0 0.647937 0.347230 0.017264 1.157855 0.0 0.0 0.718388 0.0 0.0 0.0 0.0 5.730851 0.0 0.0 1.135407 0.0 1.925295 0.0 0.637659 0.0 0.0 0.0 4.061406 0.946672 0.0 0.036539 0.0 1.491435 0.0 0.0 0.0 5.579141 4.030619 2.772498 4.806731 7.985549 0.000000 1.380839 0.979885 1.986815 2.545131 0.387549 0.082839 0.965599 0.0 0.0 0.516851 0.081882 0.194206 0.432130 1.500695 1.844311 0.0 1.834779 0.542897
CAMP	38.29458	0.699988 0.0 0.0 0.528659 0.0 0.0 0.520414 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.231819 0.0 0.112120 0.390244 0.0 0.0 0.0 0.0 0.429882 0.0 0.0 0.0 0.620973 0.0 0.0 0.0 0.0 0.0 0.0 0.060126 1.094278 1.394970 0.0 0.0 0.0 2.907302 0.0 0.0 1.018689 0.0 0.0 0.0 0.651699 0.026875 0.138542 0.0 0.0 0.249352 0.282955 0.0 0.0 0.485681 0.037441 0.0 0.0 0.0 0.0 0.0 0.0 0.799733 0.0 0.0 1.218806 0.0 0.0 0.0 0.0 0.0 0.873889 0.0 0.165186 0.0 6.951525 0.000000 0.000000 4.945280 5.895157 0.000000 0.581401 1.509069 0.771662 3.054430 2.451408 0.040458 1.722363 0.035440 0.198364 1.806200 0.098308 0.215679 0.0 0.936271 0.950933 0.071006 1.033075 0.323238
CAPN12	1.95043	0.246184 0.0 0.129060 0.0 0.0 0.0 0.759662 0.0 0.0 0.255511 0.0 0.0 0.0 1.218183 0.132054 0.0 0.082727 0.0 0.0 0.0 0.0 0.0 0.376192 0.0 0.0 0.014711 0.852409 0.0 0.405366 0.0 1.388532 0.0 0.0 0.148991 1.946856 1.106266 0.0 0.0 0.503808 0.0 0.606972 0.0 0.0 0.0 0.0 0.0 0.239551 0.015361 0.105199 0.0 0.0 0.121295 0.436793 0.578255 0.0 0.713810 0.624365 0.0 0.0 0.825938 0.0 0.0 0.0 0.081403 0.0 0.0 0.0 2.702129 0.063899 0.0 0.185906 0.0 0.779332 0.0 0.0 0.0 4.268607 4.453616 0.000000 5.311071 7.834066 0.000000 0.627618 0.0 2.665080 2.893933 2.241073 0.0 0.941250 0.0 0.830029 1.031190 1.017030 1.868160 0.659831 1.959696 1.956518 0.360687 1.786075 0.0
CAPN2	3.84641	1.038929 0.0 1.497710 0.660419 0.0 0.0 1.249033 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.238016 0.0 0.149803 0.0 2.359672 20.684942 0.0 5.469852 0.161972 0.0 0.0 0.021925 0.993081 0.0 0.0 0.0 2.354431 0.0 0.117276 0.329515 1.605057 0.162944 0.173230 0.0 0.0 1.000018 1.427713 0.0 0.0 0.0 0.0 0.0 0.603550 0.0 0.747396 0.0 0.0 0.516593 1.310735 0.141672 0.0 0.473741 0.0 2.045575 0.0 0.106683 0.0 0.0 0.0 0.0 0.0 0.551860 0.653036 0.0 0.314125 0.0 0.036539 0.0 2.171673 0.0 0.0 0.0 3.492904 4.804596 0.000000 5.070020 7.297438 0.000000 3.483582 0.159951 1.639951 1.236719 0.625604 0.148628 1.664999 0.512392 0.564661 2.578668 0.572709 0.512152 0.0 1.336913 1.194887 0.0 1.178980 0.0
CAPN3	4.12681	0.579805 0.0 0.737094 0.0 0.0 0.0 0.0 0.0 0.0 0.830659 0.0 0.0 0.0 0.0 0.233218 0.0 0.150448 0.468199 0.0 3.344207 0.0 0.0 0.729503 0.0 0.0 0.003674 0.0 0.0 0.0 0.0 1.863467 0.602931 0.0 0.592509 1.682485 4.081412 0.0 0.0 1.583468 0.0 0.0 0.0 0.0 0.593081 0.0 0.0 0.052821 0.0 0.425130 0.0 0.0 0.520738 0.579071 0.0 0.0 0.0 2.607381 0.0 0.0 0.0 0.336207 0.893642 0.0 0.749864 0.0 0.490493 0.091510 0.0 0.795785 0.0 0.0 0.0 2.043265 0.0 0.019770 0.0 4.533862 0.000000 1.772477 3.403431 4.403295 0.000000 1.406716 0.538308 1.216070 1.263520 0.0 0.171750 1.307019 0.0 0.293214 1.638543 0.959653 0.772025 0.0 1.761647 2.464710 0.0 0.920398 0.965856
CAPRIN2	7.09452	0.247514 0.0 0.940383 0.564727 0.0 0.071397 0.695006 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.525575 1.690666 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.030258 0.009506 0.0 0.0 0.0 0.588819 0.0 0.0 0.491957 2.137984 2.288082 0.0 0.0 0.0 2.734591 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.656201 0.0 2.206159 0.594911 0.0 0.141672 0.0 0.0 0.101549 0.0 0.0 0.382533 1.583298 0.397068 0.0 2.148754 0.0 0.0 0.0 0.0 0.594959 0.0 0.113631 0.0 3.137564 0.0 0.045763 0.0 5.429365 3.407747 0.000000 4.259498 8.013962 0.000000 0.486676 0.024413 1.821870 0.918650 0.269048 0.031785 3.183677 0.024607 0.740211 0.398037 0.965643 0.871700 0.038202 3.981639 1.322598 0.0 0.864653 0.123668
CARHSP1	82.61119	1.228928 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.428786 0.0 0.0 0.0 0.966968 0.312390 0.0 0.059224 0.0 0.0 4.026964 2.508241 0.0 0.862287 0.0 0.0 0.007780 0.327292 0.0 0.207294 0.0 1.035353 0.0 0.261521 0.067402 1.683531 5.486329 0.657645 0.0 1.177902 3.675973 4.057612 0.0 0.0 0.0 0.0 0.0 0.749676 0.0 1.013644 0.0 0.0 0.586403 1.265917 0.0 0.0 0.0 0.0 0.0 0.0 0.179298 0.0 0.857805 0.0 1.444359 0.0 0.0 0.0 16.435176 0.0 0.0 0.0 0.0 1.159732 0.0 0.079152 0.0 7.297910 1.820935 0.000000 4.926725 7.914827 0.000000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CASP3	79.35424	1.310546 0.0 0.377559 0.566788 0.0 0.0 0.169451 0.0 0.0 0.553717 0.0 0.0 0.0 3.080838 0.445644 0.0 0.147426 0.0 0.0 0.0 5.016482 0.0 0.808777 0.0 0.0 0.022114 1.065058 0.0 0.0 0.0 1.209974 0.0 0.157187 0.351419 0.418877 1.489941 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.242964 0.115224 0.0 1.678347 0.0 0.0 0.409043 0.093548 0.0 0.506139 0.0 0.767221 0.0 0.0 0.0 0.070365 0.0 0.0 1.383857 0.0 0.0 0.0 8.312364 0.324059 0.0 2.004611 0.0 2.475482 0.0 0.0 0.0 6.179123 0.000000 3.774597 5.483777 8.218012 0.000000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CBX5	82.66701	0.207786 0.0 1.099991 0.0 0.0 0.0 0.612159 0.0 0.0 0.066453 1.337122 0.0 0.0 0.0 0.291598 0.0 0.210834 0.0 0.0 10.328337 0.0 0.0 1.046960 0.0 0.580501 0.008906 0.644513 0.0 0.0 0.0 0.764002 0.0 0.018076 0.597948 2.238431 1.301182 0.165351 0.0 0.179859 3.959560 0.0 0.0 0.0 0.837396 0.0 0.0 0.0 0.0 0.885771 0.0 7.832428 0.0 0.049442 0.0 0.075440 0.0 0.118968 0.0 0.0 0.106683 0.742316 0.0 0.0 0.0 0.0 0.0 0.273071 0.0 0.119878 0.0 0.0 0.0 2.136876 0.0 0.0 0.0 6.876067 0.000000 5.277189 4.903993 8.262042 0.000000 2.071843 0.425413 1.097690 1.258668 0.727658 0.203311 2.930207 0.072726 0.040116 1.688987 0.731576 0.781067 0.220870 1.707689 1.312409 0.002910 1.011280 0.281765
